CurrentURL	MID	editor_data	photographer_data	illustrator_data	altTitles	notes	lang	text	Title	composer_data	lyricist_data	arranger_data	Publisher	PublisherLocationTest	testDates	Donor	Distributor	subject_data	CallNumber	PlateNumber	Series	CollectionSource	LargerWork	Keywords	zImagePath	MidiPath	zNumberOfPages	TitleSearchHits	Incomplete
http://sheetmusic.library.sc.edu/Music.asp?mid=2885	2885					For solo piano.|Plate no.: 14731.	No linguistic content		"Rhapsody, op. 79, no. 2"	"Brahms, Johannes, 1833-1897|http://id.loc.gov/authorities/names/n79077221"			Theodore Presser	"Philadelphia, PA"	1901-1999	Mary Clarkson		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 1882								0	99	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2890	2890					"For solo piano.|Op. 7, no. 1.|Printed in Germany.|Cover design in red, black and gold.|Titles and some texts also in Russian.|Plate no.: A.J.B.8292"	Russian|German?		Ein idyll : idylle	"Medtner, Nikolay Karlovich, 1880-1951|http://id.loc.gov/authorities/names/n80079451"			Anton J. Benjamin	Leipzig	1925	Mary Clarkson		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music Large 796		Neu-Russiche Meister : Les maitres modernes russes :  Modern Russian masters		Drei arabesken : trois arabesques	Rev. M. Frey			0	171	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2898	2898					"For solo piano.|Simplified version, in F.|Edition beautiful.|Plate no.: E.B.274"	No linguistic content		Barcarole	"Offenbach, Jacques, 1819-1880|http://id.loc.gov/authorities/names/n80040739"		"Conrad, William (Musician)|http://id.loc.gov/authorities/names/no2008044168"	C. C. Church & Co.	"Hartford, CT|New York, NY"	1918			Piano music--Simplified editions|http://id.loc.gov/authorities/subjects/sh85101789	Sheet music 1887				The tales of Hoffman				0	90	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2931	2931					For solo piano.|Dedicated to Madame Camilla Pleyel.|Plate no.: 1176	No linguistic content		"Nocturne, op. 9, no. 1"	"Chopin, Frédéric, 1810-1849|http://id.loc.gov/authorities/names/n79127769"		"Burdick, Irving.|http://id.loc.gov/authorities/names/no2003002768"	Century Music Publishing	"New York, NY"	1906	Mary Elizabeth Newton		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 1885		Old masters:  Selected compositions from the works of the world's great composers						0	215	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2892	2892					"Duet for voice (tenor and soprano) and piano.|""Atto III.-Duetto: Parigi, o cara (Violetta ed Alfredo) (Sopr. Ten.)--P. 1.|Printed in Italy.|Plate no.: 110212."	Italian	"First line of text|Parigi, o cara, noi lasceremo"	"Parigi, o cara"	"Verdi, Giuseppe, 1813-1901|http://id.loc.gov/authorities/names/n79038460"			G. Ricordi & Co.	Milan	1945	Mary Clarkson		Vocal duets with piano|http://id.loc.gov/authorities/subjects/sh85144077 ; Operas--Excerpts|http://id.loc.gov/authorities/subjects/sh85094931	Sheet music Large 797		Biblioteca lirica		La Traviata	Piave Francesco Maria			0	82	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2894	2894					Duet for organ and piano.|Duration: 4 minutes.|Plate no.: O-45-95	No linguistic content		Intermezzo (l'arlesienne suite no. 2)	"Bizet, Georges, 1838-1875|http://id.loc.gov/authorities/names/n79116212"		"Orem, Preston Ware, 1865-1938|http://id.loc.gov/authorities/names/no91030772"	Lorenz Publishing	"Sacramento, CA|Princeton, NJ|Dayton, OH|Chicago, IL|Memphis, TN"	1941	Mary Clarkson		Organ and piano music|http://id.loc.gov/authorities/subjects/sh85101765 ; Sacred music|http://id.loc.gov/authorities/subjects/sh00003182	Sheet music 1410				L'Arlesienne suite no. 2				0	147	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2900	2900					For solo piano.|Revision von Otto Schulhof.|Plate no.: A.878 G.	No linguistic content		Fantasie: re minor=d moll=re mineur	"Mozart, Wolfgang Amadeus, 1756-1791|http://id.loc.gov/authorities/names/n80022788"			Anton Goll	Wien	1946			Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 1421								0	108	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2905	2905	"Marden, Robert, 1908-|http://id.loc.gov/authorities/names/no99041158"		"Barbelle, 1888-1957|http://id.loc.gov/authorities/names/no2003006949"		"For voice and piano, in D.|Text in English, German and French.|Edited by Robert Marden.|Cover design by Barbelle."	English|French|German	"First line of English text|Light of my life, whose image my heart holdeth! :: First line of German text|Du mein Gedanke, du mein Sein und Werden! :: First line of French text|O toi, doux ange a mes pensers si cher"	I love thee (ich liebe dich)	"Grieg, Edvard, 1843-1907|http://id.loc.gov/authorities/names/n79046495"			Amsco Music Publishing	"New York, NY"	1945	Rose Marie and William Henry Jordan		Songs with piano|http://id.loc.gov/authorities/subjects/sh85125211	Sheet music 1892								0	51	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2906	2906					"For low voice and piano, in E flat.|Text in English (by Lorraine Noel Finley) and German (by Herrosee).|Copy 2 in folder.|Plate no.: 37712"	English|German	"First line of English text|As you love me, so I love you :: First line of German text|Ich liebe dich, so wie du mich"	Ich liebe dich (I love you)	"Beethoven, Ludwig van, 1770-1827|http://id.loc.gov/authorities/names/n79107741"	"Herrosee, C. F. W. (Carl Friedrich Wilhelm), 1754-1821|http://id.loc.gov/authorities/names/no2002116815 ; Finley, Lorraine Noel|http://id.loc.gov/authorities/names/no97068583"		G. Schirmer	"New York, NY"	1937	Rose Marie and William Henry Jordan		Songs (Low voice) with piano|http://id.loc.gov/authorities/subjects/sh85125168	Sheet music 1362								0	181	N
																													
http://sheetmusic.library.sc.edu/Music.asp?mid=2907	2907	"Heale, H. (Helene)|http://id.loc.gov/authorities/names/no95056232"				"For high voice and piano, in B flat.|Edited by H. Heale.|Plate no.: 1258"	English	"First line of text|Where'er you walk, cool gales shall fan the glade"	Were'er you walk	"Handel, George Frideric, 1685-1759|http://id.loc.gov/authorities/names/n79129204"			G. Schirmer	"New York, NY"	1901-1999	Rose Marie and William Henry Jordan		Songs (High voice) with piano|http://id.loc.gov/authorities/subjects/sh85125149	Sheet music 1396		Handel:  vocal selections from operas and oratorios		Semele				0	118	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2957	2957					For voice and piano.|Plate no.: J.M.Co.675	English	First line of text|Ragtime Joe with his old banjo wanted to compose :: First line of chorus|They took a little bit of Old Black Joe	They called it the Dixie blues	"Strouse, Jack|"	"Strous, Jack|"		Joe Morris Music	"New York, NY"	1919			Songs with piano|http://id.loc.gov/authorities/subjects/sh85125211	Sheet music 1826								0	127	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2964	2964					For cornet and piano.|Score with seperate solo cornet part.	No linguistic content		Levy-athen polka	"Levy, Jules, 1838-1903|http://id.loc.gov/authorities/names/no95037050"			Oliver Ditson	"Boston, MA"	1881-1890	Betsy Miller		Cornet and piano music|http://id.loc.gov/authorities/subjects/sh85032818	Sheet music Large 835		Cornet and piano album:  A collection of favorite melodies						0	267	N
http://sheetmusic.library.sc.edu/Music.asp?mid=3075	3075					For violin and piano.|Score with part for violin.|***WITHDRAWN***|Plate no.: 23248	No linguistic content		Waltz lento	"Haesche, William E. (William Edwin), 1867-1929|http://id.loc.gov/authorities/names/nr93040577"			Theodore Presser Co.	"Philadelphia, PA"	1926	Erik L. Collins ; Victoria Collins		Violin and piano music|http://id.loc.gov/authorities/subjects/sh85143580	XXX								0	87	Y
http://sheetmusic.library.sc.edu/Music.asp?mid=3085	3085					For solo piano.|Miller de luxe edition.|Plate no.: 628	No linguistic content		"Prelude:  Op. 23, No. 5"	"Rachmaninoff, Sergei, 1873-1943|http://id.loc.gov/authorities/names/n50054908"			Miller Music Corporation	"New York, NY"	1901-1999	Alice Abdalla		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music 1973								0	61	N
http://sheetmusic.library.sc.edu/Music.asp?mid=4237	4237					For piano.|Pl. no. SH 4504-5.	No linguistic content		Three coins in the fountain	"Cahn, Sammy|http://id.loc.gov/authorities/names/n82096094 ; Styne, Jule, 1905-1994|http://id.loc.gov/authorities/names/n81120322"		"Lane, John, 1917-1999|http://id.loc.gov/authorities/names/no97064343"	Robbins Music Corporation	"New York, NY"	1963	Clay Price		"Piano music, Arranged|http://id.loc.gov/authorities/subjects/sh85101791 ; Motion picture music--Excerpts--Piano scores|http://id.loc.gov/authorities/subjects/sh2010102477"	Sheet music 2636				Three coins in the fountain				0	32	N
																													
http://sheetmusic.library.sc.edu/Music.asp?mid=3476	3476						No linguistic content		Par excellence : four-hand selections	"Thorne, George|http://id.loc.gov/authorities/names/n83120287 ; Blake, Charles D. (Charles Dupee), 1847-1903|http://id.loc.gov/authorities/names/nr94024537 ; Fahrbach, Philipp, 1843-1894|http://id.loc.gov/authorities/names/n99040986 ; Gooch, William|http://id.loc.gov/authorities/names/n2009035219 ; Streabbog, L. (Louis), 1835-1886|http://id.loc.gov/authorities/names/no98080965 ; Asch, Georg Thomas von, 1729-1807|http://id.loc.gov/authorities/names/n00021227 ; Behr, Franz, 1837-1898|http://id.loc.gov/authorities/names/no00035278 ; Lange, Gustav, 1830-1889|http://id.loc.gov/authorities/names/n80080322 ; I. H. K. D.| ; Grau, Durand de|http://id.loc.gov/authorities/names/no2007012429 ; Offenbach, Jacques, 1819-1880|http://id.loc.gov/authorities/names/n80040739 ; Bachmann, G. (Georges), -1894|http://id.loc.gov/authorities/names/no96009675 ; Roubier, Henri|http://id.loc.gov/authorities/names/no99090080 ; Gillet, Ernest, 1856-1940|http://id.loc.gov/authorities/names/n92010639 ; Lamothe, Georges, 1837-1894|http://id.loc.gov/authorities/names/no00036237"			White-Smith	"Boston, MA"	1892			Piano music (4 hands)|http://id.loc.gov/authorities/subjects/sh85101795 ; Waltzes|http://id.loc.gov/authorities/subjects/sh85144994 ; Polkas|http://id.loc.gov/authorities/subjects/sh85104482 ; Mazurkas|http://id.loc.gov/authorities/subjects/sh85082460	M 201 .P37 W4 1892					Piano for four hands.  Etude.			0	360	N
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
http://sheetmusic.library.sc.edu/Music.asp?mid=2904	2904					For organ.|Plate no.: J.F.&B. 2035	No linguistic content		Ave Maria	"Dethier, Gaston M. (Gaston Marie), 1875-1958|http://id.loc.gov/authorities/names/no95032197"			J. Fischer & Bro.	"New York, NY"	1902	Mr. and Mrs. Hal Kohn Jr.		Organ music|http://id.loc.gov/authorities/subjects/sh85095468	Sheet music Large 802		Organ Music						0	151	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2908	2908					For voice and piano.|Text in English and Italian.|English translation by Frank la Forge.|Alternate title: Verdi prati.|Plate no.: M.W.&Sons 19427	English|Italian	"First line of text|Verdant meadows, woods beloved."	Verdant meadows	"Handel, George Frideric, 1685-1759|http://id.loc.gov/authorities/names/n79129204"	"La Forge, Frank, 1879-1953|http://id.loc.gov/authorities/names/no89014836"		M. Witmark & Sons	"New York, NY"	1934	Rose Marie and William Henry Jordan		Songs (High voice) with piano|http://id.loc.gov/authorities/subjects/sh85125149	Sheet music 1309		Pathways of song		Alcina				0	128	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2909	2909					For high voice and piano.|Text in English (by Willis Wager) and German.|Copy 2 in folder.|Plate no.: B.M.Co.10191	English|German	"First line of English text|Thanks be to thee :: First line of German text|Dank sei dir, herr"	"Thanks be to thee = dank sei dir, herr"	"Handel, George Frideric, 1685-1759|http://id.loc.gov/authorities/names/n79129204"	"Wager, Willis, 1911-1991|http://id.loc.gov/authorities/names/n82059298"		Boston Music	"Boston, MA"	1942	Rose Marie and William Henry Jordan		Songs (High voice) with piano|http://id.loc.gov/authorities/subjects/sh85125149	Sheet music 1302		Songs with piano accompaniment by European composers						0	84	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2913	2913			"Robinson, W. Heath (William Heath), 1872-1944|http://id.loc.gov/authorities/names/n50049072"		Nine miniatures for solo piano.|Contents: Queen Mab ; To a sleeping fairy ; Under the cherry tree ; The elfin harp ; Sprites of the twilight ; Garland dance ; Nightfall ; Dwarfs of the mist ; Farewell to the fairies.|Cover art by Heath Robinson.	No linguistic content		Forest fantasies	"Carroll, Walter, 1869-1955|http://id.loc.gov/authorities/names/no88003017"			Forsyth brothers ltd.	London	1944			Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music Large 804					Edmund Spenser			0	72	N
http://sheetmusic.library.sc.edu/Music.asp?mid=2916	2916					"For solo piano.|""Photoplay usage: Race, chase and rapid action""--1st page."	No linguistic content		The comet:  galop	"Wyman, Robert|http://id.loc.gov/authorities/names/no99030842"			Walter Jacobs	"Boston, MA"	1927	Laurence Conger		Piano music|http://id.loc.gov/authorities/subjects/sh85101782	Sheet music Large 868		"Jacobs' piano folio of Galops, vol. 4"						0	81	N
